Inputs,1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,24,27,28,Expected Interfaces,output from Cpipe,24,25,28,29,30,input to Cpipe,32,33,36,37,38
Flow Section,Row Number,Row Enable ,Flow ,Bubble,Sad,Curr Opcode,Snoop response,LLC State,CV,Map,MonHit,CN,AvailData,SelfSnoop,SnoopConflict,FwdCnfltO,FreeInvWay,HadReject,CleanEvict,DeadDBP,ReqCV,SRP_en,SRP_HR_Fill,HadBogus,Pref_Promotion,MiscCondition,Next Bubble,IDI_U2C_REQ,IDI_U2C_RSP,IDI_U2C_DATA,UXI_C2U_REQ,UXI_C2U_DATA,UXI_C2U_RSP,CPIPE_REQ,IDI_C2U_RSP,IDI_C2U_DATA,UXI_U2C_REQ,UXI_U2C_RSP,UXI_U2C_DATA
"UPI non Alloc, No Monitor",40,1,Drd/Drd_Pref/DRdPTE,p,HOM,X,no_snoop_sent,S,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",41,1,Drd_Opt_Pref,p,HOM,X,no_snoop_sent,I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdDataMigLP,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",42,1,Drd_Pref,p,HOM,X,no_snoop_sent,I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdDataMigLP,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",43,1,DrdPTE,p,HOM,X,no_snoop_sent,I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdDataHP,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",44,1,Drd,p,HOM,X,no_snoop_sent,I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",45,1,Drd_NS/Drd_Opt,p,HOM,X,no_snoop_sent,I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",46,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,q,HOM,M_CmpO/E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
UPI Alloc or MonitorHit,47,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
UPI Alloc or MonitorHit,48,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
UPI Alloc or MonitorHit,49,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
